Customer ID,Full Name,Date of Purchase,Age,State,MTN Device,Gender,Satisfaction Rate,Customer Review,Customer Tenure in months,Subscription Plan,Unit Price,Number of Times Purchased,Total Revenue,Data Usage,Customer  Response,Customer  Status,Reasons for Churn
CUST0014,Ngozi Crawford,25-Feb,22,Adamawa,4G Router,Male,2,Fair,6,65GB Monthly Plan,16000,1,16000,33.35,No,Active,
CUST0014,Ngozi Crawford,25-Feb,22,Adamawa,Mobile SIM Card,Male,2,Fair,6,20GB Monthly Plan,7500,15,112500,53.41,No,Active,
CUST0015,Abubakar Garner,25-Mar,70,Yobe,Broadband MiFi,Male,2,Fair,13,30GB Monthly Broadband Plan,9000,16,144000,10.5,No,Active,
CUST0015,Abubakar Garner,25-Mar,70,Yobe,5G Broadband Router,Male,2,Fair,13,300GB FUP Monthly Unlimited,30000,17,510000,11.85,No,Active,
CUST0015,Abubakar Garner,25-Mar,70,Yobe,4G Router,Male,2,Fair,13,65GB Monthly Plan,16000,3,48000,170.34,No,Active,
CUST0016,Kunle Ford,25-Feb,46,Kebbi,Broadband MiFi,Male,5,Excellent,57,300GB FUP Monthly Unlimited,30000,11,330000,41.25,No,Active,
CUST0016,Kunle Ford,25-Feb,46,Kebbi,4G Router,Male,5,Excellent,57,10GB+10mins Monthly Plan,4500,5,22500,53.49,No,Active,
CUST0016,Kunle Ford,25-Feb,46,Kebbi,5G Broadband Router,Male,5,Excellent,57,120GB Monthly Broadband Plan,24000,3,72000,91.72,No,Active,
CUST0017,Tunde Hayes,25-Feb,74,Anambra,4G Router,Male,5,Excellent,35,25GB Monthly Plan,9000,15,135000,57.35,Yes,Churn,Costly Data Plans
CUST0018,David Fletcher,25-Mar,54,Bauchi,5G Broadband Router,Male,1,Poor,43,150GB FUP Monthly Unlimited,20000,18,360000,178,No,Active,
CUST0019,Obinna Wright,25-Mar,50,Cross River,Mobile SIM Card,Male,2,Fair,46,2.5GB 2-Day Plan,900,14,12600,18.91,No,Active,
CUST0019,Obinna Wright,25-Mar,50,Cross River,4G Router,Male,2,Fair,46,25GB Monthly Plan,9000,11,99000,9.3,No,Active,
CUST0020,Amaka Reed,25-Mar,49,Abuja (FCT),4G Router,Female,5,Excellent,36,25GB Monthly Plan,9000,5,45000,116.71,Yes,Churn,Poor Network
CUST0020,Amaka Reed,25-Mar,49,Abuja (FCT),5G Broadband Router,Female,5,Excellent,36,450GB 3-Month Broadband Plan,75000,10,750000,25.93,Yes,Churn,Poor Network
CUST0020,Amaka Reed,25-Mar,49,Abuja (FCT),Broadband MiFi,Female,5,Excellent,36,300GB FUP Monthly Unlimited,30000,2,60000,179.85,Yes,Churn,Poor Network
CUST0021,Oghene Brown,25-Mar,42,Imo,Mobile SIM Card,Male,5,Excellent,23,10GB+10mins Monthly Plan,4500,1,4500,176.34,No,Active,
CUST0022,Shehu Ferguson,25-Feb,58,Kogi,Mobile SIM Card,Male,1,Poor,18,500MB Daily Plan,350,15,5250,40.31,No,Active,
CUST0023,Oghene Vazquez,25-Feb,55,Osun,5G Broadband Router,Male,4,Very Good,2,200GB Monthly Broadband Plan,25000,13,325000,128.48,No,Active,
CUST0024,David Johnson,25-Mar,58,Kano,Broadband MiFi,Male,2,Fair,57,120GB Monthly Broadband Plan,24000,11,264000,87.2,No,Active,
CUST0024,David Johnson,25-Mar,58,Kano,Mobile SIM Card,Male,2,Fair,57,20GB Monthly Plan,7500,17,127500,121.44,No,Active,
CUST0025,Ifeanyi Brown,25-Mar,65,Benue,4G Router,Female,1,Poor,3,65GB Monthly Plan,16000,11,176000,189.8,No,Active,
CUST0025,Ifeanyi Brown,25-Mar,65,Benue,Mobile SIM Card,Female,1,Poor,3,7GB Monthly Plan,3500,4,14000,132.85,No,Active,
CUST0025,Ifeanyi Brown,25-Mar,65,Benue,5G Broadband Router,Female,1,Poor,3,120GB Monthly Broadband Plan,24000,14,336000,101.67,No,Active,
CUST0026,Ese Simmons,25-Mar,67,Cross River,5G Broadband Router,Male,4,Very Good,13,450GB 3-Month Broadband Plan,75000,1,75000,109.81,No,Active,
CUST0027,Maryam Reyes,25-Mar,52,Ondo,4G Router,Female,4,Very Good,51,10GB+10mins Monthly Plan,4500,10,45000,131.94,No,Active,
CUST0027,Maryam Reyes,25-Mar,52,Ondo,5G Broadband Router,Female,4,Very Good,51,200GB Monthly Broadband Plan,25000,8,200000,19.13,No,Active,
CUST0027,Maryam Reyes,25-Mar,52,Ondo,Mobile SIM Card,Female,4,Very Good,51,1GB+1.5mins Daily Plan,500,7,3500,45.32,No,Active,
CUST0028,Obinna Sanchez,25-Jan,19,Rivers,Mobile SIM Card,Male,4,Very Good,31,10GB+10mins Monthly Plan,4500,5,22500,80.23,No,Active,
CUST0028,Obinna Sanchez,25-Jan,19,Rivers,Mobile SIM Card,Male,4,Very Good,31,2.5GB 2-Day Plan,900,4,3600,178.59,No,Active,
CUST0029,Boma Franco,25-Feb,44,Enugu,5G Broadband Router,Female,1,Poor,4,450GB 3-Month Broadband Plan,75000,18,1350000,166.2,No,Active,
CUST0029,Boma Franco,25-Feb,44,Enugu,4G Router,Female,1,Poor,4,165GB Monthly Plan,35000,16,560000,179.49,No,Active,
CUST0030,Alabo Davis,25-Mar,49,Imo,5G Broadband Router,Female,2,Fair,50,200GB Monthly Broadband Plan,25000,18,450000,64.28,Yes,Churn,Poor Network
CUST0030,Alabo Davis,25-Mar,49,Imo,Broadband MiFi,Female,2,Fair,50,30GB Monthly Broadband Plan,9000,8,72000,28.11,Yes,Churn,Poor Network
CUST0030,Alabo Davis,25-Mar,49,Imo,4G Router,Female,2,Fair,50,165GB Monthly Plan,35000,7,245000,138.94,Yes,Churn,Poor Network
CUST0031,Kunle West,25-Mar,69,Kogi,Mobile SIM Card,Female,4,Very Good,35,2.5GB 2-Day Plan,900,19,17100,171.42,Yes,Churn,Better Offers from Competitors
CUST0031,Kunle West,25-Feb,69,Kogi,5G Broadband Router,Female,4,Very Good,35,450GB 3-Month Broadband Plan,75000,12,900000,95.66,Yes,Churn,Better Offers from Competitors
CUST0032,Maryam Terry,25-Feb,65,Kogi,Mobile SIM Card,Male,3,Good,32,7GB Monthly Plan,3500,13,45500,133.94,No,Active,
CUST0033,Amina Mosley,25-Feb,75,Borno,Broadband MiFi,Male,5,Excellent,59,60GB Monthly Broadband Plan,14500,15,217500,27.57,No,Active,
CUST0034,Shehu Anderson,25-Feb,22,Edo,5G Broadband Router,Female,4,Very Good,21,120GB Monthly Broadband Plan,24000,16,384000,167.06,No,Active,
CUST0034,Shehu Anderson,25-Feb,22,Edo,Mobile SIM Card,Female,4,Very Good,21,65GB Monthly Plan,16000,2,32000,149.93,No,Active,
CUST0035,Oghene Mcguire,25-Jan,44,Kaduna,4G Router,Male,2,Fair,49,165GB Monthly Plan,35000,19,665000,134.06,Yes,Churn,Poor Network
CUST0035,Oghene Mcguire,25-Jan,44,Kaduna,Broadband MiFi,Male,2,Fair,49,150GB FUP Monthly Unlimited,20000,9,180000,93.27,Yes,Churn,Poor Network
CUST0035,Oghene Mcguire,25-Jan,44,Kaduna,5G Broadband Router,Male,2,Fair,49,200GB Monthly Broadband Plan,25000,20,500000,33.97,Yes,Churn,Poor Network
CUST0036,Ifeanyi Randall,25-Jan,36,Abia,Mobile SIM Card,Male,3,Good,38,500MB Daily Plan,350,8,2800,15.66,No,Active,
CUST0036,Ifeanyi Randall,25-Jan,36,Abia,5G Broadband Router,Male,3,Good,38,150GB FUP Monthly Unlimited,20000,10,200000,139.59,No,Active,
CUST0037,Ifeanyi Ruiz,25-Mar,21,Ekiti,Broadband MiFi,Female,1,Poor,43,60GB Monthly Broadband Plan,14500,12,174000,21.56,No,Active,
CUST0037,Ifeanyi Ruiz,25-Mar,21,Ekiti,4G Router,Female,1,Poor,43,165GB Monthly Plan,35000,14,490000,141.61,No,Active,
CUST0038,Shehu Randall,25-Feb,50,Adamawa,Broadband MiFi,Female,5,Excellent,30,300GB FUP Monthly Unlimited,30000,8,240000,176.39,Yes,Churn,Better Offers from Competitors
CUST0039,Zina Green,25-Mar,64,Bayelsa,5G Broadband Router,Male,2,Fair,32,120GB Monthly Broadband Plan,24000,9,216000,176.12,No,Active,
CUST0039,Zina Green,25-Mar,64,Bayelsa,Mobile SIM Card,Male,2,Fair,32,65GB Monthly Plan,16000,7,112000,103.57,No,Active,
CUST0040,Chinedu Ruiz,25-Feb,46,Kogi,Mobile SIM Card,Female,4,Very Good,36,3.2GB 2-Day Plan,1000,13,13000,59.2,No,Active,
CUST0040,Chinedu Ruiz,25-Feb,46,Kogi,Broadband MiFi,Female,4,Very Good,36,150GB FUP Monthly Unlimited,20000,19,380000,61.59,No,Active,
CUST0041,Ejiro Mason,25-Mar,76,Bauchi,5G Broadband Router,Female,3,Good,28,60GB Monthly Broadband Plan,14500,7,101500,24.57,No,Active,
CUST0041,Ejiro Mason,25-Mar,76,Bauchi,Mobile SIM Card,Female,3,Good,28,25GB Monthly Plan,9000,18,162000,24.35,No,Active,
CUST0042,Shehu Hoffman,25-Mar,40,Ondo,4G Router,Female,1,Poor,18,10GB+10mins Monthly Plan,4500,18,81000,60.8,No,Active,
CUST0042,Shehu Hoffman,25-Mar,40,Ondo,Mobile SIM Card,Female,1,Poor,18,1.5GB 2-Day Plan,600,2,1200,55.23,No,Active,
CUST0043,Abubakar Johnson,25-Jan,32,Yobe,5G Broadband Router,Male,5,Excellent,56,30GB Monthly Broadband Plan,9000,16,144000,50.87,Yes,Churn,Fast Data Consumption
CUST0043,Abubakar Johnson,25-Jan,32,Yobe,Broadband MiFi,Male,5,Excellent,56,30GB Monthly Broadband Plan,9000,13,117000,164.51,Yes,Churn,Fast Data Consumption
CUST0044,Grace Walker,25-Mar,25,Oyo,Mobile SIM Card,Male,1,Poor,10,500MB Daily Plan,350,13,4550,155.25,No,Active,
CUST0045,Alabo Thompson,25-Jan,72,Abia,4G Router,Female,5,Excellent,20,10GB+10mins Monthly Plan,4500,3,13500,53.3,No,Active,
CUST0046,Amina Wright,25-Jan,46,Enugu,Mobile SIM Card,Male,4,Very Good,11,500MB Daily Plan,350,10,3500,57.98,No,Active,
CUST0046,Amina Wright,25-Jan,46,Enugu,4G Router,Male,4,Very Good,11,165GB Monthly Plan,35000,8,280000,14.7,No,Active,
CUST0046,Amina Wright,25-Jan,46,Enugu,Broadband MiFi,Male,4,Very Good,11,300GB FUP Monthly Unlimited,30000,19,570000,157.67,No,Active,
CUST0047,Bala Christian,25-Feb,70,Delta,Broadband MiFi,Male,3,Good,42,150GB FUP Monthly Unlimited,20000,20,400000,158.63,No,Active,
CUST0048,Abubakar Gentry,25-Mar,72,Delta,Mobile SIM Card,Female,4,Very Good,45,2.5GB 2-Day Plan,900,11,9900,177.94,No,Active,
CUST0048,Abubakar Gentry,25-Mar,72,Delta,4G Router,Female,4,Very Good,45,25GB Monthly Plan,9000,8,72000,5.66,No,Active,
CUST0048,Abubakar Gentry,25-Mar,72,Delta,Broadband MiFi,Female,4,Very Good,45,120GB Monthly Broadband Plan,24000,1,24000,117.63,No,Active,
CUST0049,Zainab Taylor,25-Feb,21,Enugu,Mobile SIM Card,Female,3,Good,34,12.5GB Monthly Plan,5500,11,60500,69.92,Yes,Churn,Relocation
CUST0049,Zainab Taylor,25-Feb,21,Enugu,Broadband MiFi,Female,3,Good,34,300GB FUP Monthly Unlimited,30000,6,180000,134.19,Yes,Churn,Relocation
CUST0050,Tega Stevens,25-Feb,68,Yobe,5G Broadband Router,Female,5,Excellent,43,150GB FUP Monthly Unlimited,20000,13,260000,194.05,Yes,Churn,Poor Network
CUST0050,Tega Stevens,25-Feb,68,Yobe,4G Router,Female,5,Excellent,43,65GB Monthly Plan,16000,18,288000,131.7,Yes,Churn,Poor Network
CUST0051,Zina Carter,25-Mar,68,Oyo,Mobile SIM Card,Male,5,Excellent,34,1GB+1.5mins Daily Plan,500,10,5000,110.07,No,Active,
CUST0051,Zina Carter,25-Mar,68,Oyo,Broadband MiFi,Male,5,Excellent,34,60GB Monthly Broadband Plan,14500,16,232000,176.23,No,Active,
CUST0051,Zina Carter,25-Mar,68,Oyo,5G Broadband Router,Male,5,Excellent,34,150GB FUP Monthly Unlimited,20000,20,400000,6.26,No,Active,
CUST0052,Halima Johnston,25-Feb,36,Abia,Mobile SIM Card,Male,1,Poor,36,3.2GB 2-Day Plan,1000,5,5000,129.72,Yes,Churn,Better Offers from Competitors
CUST0053,Grace Christensen,25-Feb,53,Zamfara,Mobile SIM Card,Female,4,Very Good,27,500MB Daily Plan,350,17,5950,184.41,Yes,Churn,Relocation
CUST0054,Amaka Potter,25-Mar,24,Akwa Ibom,Mobile SIM Card,Female,1,Poor,22,16.5GB+10mins Monthly Plan,6500,11,71500,97.13,Yes,Churn,Costly Data Plans
CUST0054,Amaka Potter,25-Mar,24,Akwa Ibom,Broadband MiFi,Female,1,Poor,22,120GB Monthly Broadband Plan,24000,13,312000,152.69,Yes,Churn,Costly Data Plans
CUST0054,Amaka Potter,25-Mar,24,Akwa Ibom,Mobile SIM Card,Female,1,Poor,22,165GB Monthly Plan,35000,7,245000,186.6,Yes,Churn,Costly Data Plans
CUST0055,Halima Smith,25-Mar,65,Osun,Mobile SIM Card,Female,4,Very Good,3,1.5GB 2-Day Plan,600,2,1200,99.32,No,Active,
CUST0055,Halima Smith,25-Mar,65,Osun,5G Broadband Router,Female,4,Very Good,3,300GB FUP Monthly Unlimited,30000,19,570000,100.71,No,Active,
CUST0056,Tega Daniels,25-Feb,28,Nasarawa,Mobile SIM Card,Male,1,Poor,34,165GB Monthly Plan,35000,9,315000,156.41,No,Active,
CUST0056,Tega Daniels,25-Feb,28,Nasarawa,Broadband MiFi,Male,1,Poor,34,300GB FUP Monthly Unlimited,30000,13,390000,124.84,No,Active,
CUST0057,Chinedu Davis,25-Feb,58,Adamawa,5G Broadband Router,Female,5,Excellent,21,60GB Monthly Broadband Plan,14500,14,203000,149.48,Yes,Churn,Poor Network
CUST0058,Ngozi Brown,25-Mar,28,Nasarawa,5G Broadband Router,Male,1,Poor,45,200GB Monthly Broadband Plan,25000,5,125000,75.28,Yes,Churn,Better Offers from Competitors
CUST0059,Halima Williams,25-Jan,68,Enugu,4G Router,Male,5,Excellent,12,10GB+10mins Monthly Plan,4500,9,40500,92.5,No,Active,
CUST0059,Halima Williams,25-Jan,68,Enugu,Mobile SIM Card,Male,5,Excellent,12,12.5GB Monthly Plan,5500,1,5500,51.44,No,Active,
CUST0059,Halima Williams,25-Jan,68,Enugu,Broadband MiFi,Male,5,Excellent,12,60GB Monthly Broadband Plan,14500,18,261000,180.29,No,Active,
CUST0060,Amina Payne,25-Mar,25,Nasarawa,5G Broadband Router,Female,4,Very Good,38,450GB 3-Month Broadband Plan,75000,4,300000,170.74,No,Active,
CUST0060,Amina Payne,25-Mar,25,Nasarawa,Broadband MiFi,Female,4,Very Good,38,150GB FUP Monthly Unlimited,20000,12,240000,76.58,No,Active,
CUST0061,Abubakar Ewing,25-Jan,53,Kano,Broadband MiFi,Female,5,Excellent,18,300GB FUP Monthly Unlimited,30000,8,240000,155.26,No,Active,
CUST0061,Abubakar Ewing,25-Jan,53,Kano,5G Broadband Router,Female,5,Excellent,18,200GB Monthly Broadband Plan,25000,7,175000,44.19,No,Active,
CUST0061,Abubakar Ewing,25-Jan,53,Kano,4G Router,Female,5,Excellent,18,25GB Monthly Plan,9000,5,45000,135.71,No,Active,
CUST0062,Ngozi Henson,25-Mar,21,Abia,Mobile SIM Card,Female,2,Fair,3,500MB Daily Plan,350,18,6300,26.87,Yes,Churn,Costly Data Plans
CUST0062,Ngozi Henson,25-Mar,21,Abia,Broadband MiFi,Female,2,Fair,3,300GB FUP Monthly Unlimited,30000,9,270000,106.41,Yes,Churn,Costly Data Plans
CUST0063,Amina Flores,25-Mar,48,Taraba,4G Router,Female,1,Poor,48,10GB+10mins Monthly Plan,4500,13,58500,172.1,No,Active,
CUST0064,Ejiro Ford,25-Jan,27,Kebbi,5G Broadband Router,Male,4,Very Good,17,200GB Monthly Broadband Plan,25000,8,200000,22.12,No,Active,
CUST0064,Ejiro Ford,25-Jan,27,Kebbi,Mobile SIM Card,Male,4,Very Good,17,12.5GB Monthly Plan,5500,18,99000,5.49,No,Active,
CUST0064,Ejiro Ford,25-Jan,27,Kebbi,4G Router,Male,4,Very Good,17,25GB Monthly Plan,9000,8,72000,183.09,No,Active,
CUST0065,Kunle Shaw,25-Feb,75,Abia,Mobile SIM Card,Female,1,Poor,8,3.2GB 2-Day Plan,1000,18,18000,47.34,No,Active,
CUST0065,Kunle Shaw,25-Feb,75,Abia,Broadband MiFi,Female,1,Poor,8,150GB FUP Monthly Unlimited,20000,12,240000,78.03,No,Active,
CUST0066,David Schneider,25-Jan,69,Plateau,Broadband MiFi,Female,4,Very Good,42,300GB FUP Monthly Unlimited,30000,15,450000,43.85,No,Active,
CUST0066,David Schneider,25-Jan,69,Plateau,5G Broadband Router,Female,4,Very Good,42,60GB Monthly Broadband Plan,14500,4,58000,171.16,No,Active,
CUST0067,Ejiro Smith,25-Feb,61,Oyo,Broadband MiFi,Female,1,Poor,18,150GB FUP Monthly Unlimited,20000,20,400000,128.52,No,Active,
CUST0067,Ejiro Smith,25-Feb,61,Oyo,5G Broadband Router,Female,1,Poor,18,30GB Monthly Broadband Plan,9000,11,99000,10.59,No,Active,
CUST0068,Halima Anderson,25-Feb,32,Ondo,5G Broadband Router,Male,5,Excellent,54,300GB FUP Monthly Unlimited,30000,20,600000,157.83,Yes,Churn,Better Offers from Competitors
CUST0069,Tunde Oliver,25-Mar,51,Plateau,4G Router,Male,2,Fair,35,65GB Monthly Plan,16000,8,128000,71.97,Yes,Churn,Better Offers from Competitors
CUST0070,Ese Obrien,25-Feb,18,Enugu,4G Router,Female,4,Very Good,4,10GB+10mins Monthly Plan,4500,4,18000,102.89,No,Active,
CUST0071,Alabo Keith,25-Mar,80,Osun,Broadband MiFi,Male,4,Very Good,47,60GB Monthly Broadband Plan,14500,14,203000,169.54,No,Active,
CUST0072,Ngozi Hernandez,25-Jan,78,Nasarawa,4G Router,Male,3,Good,58,25GB Monthly Plan,9000,19,171000,125.05,No,Active,
CUST0073,Ese Flowers,25-Feb,64,Bauchi,Mobile SIM Card,Female,1,Poor,30,165GB Monthly Plan,35000,8,280000,90.59,No,Active,
CUST0074,Ibim Marshall,25-Jan,59,Sokoto,5G Broadband Router,Female,3,Good,27,1.5TB Yearly Broadband Plan,150000,3,450000,13.89,No,Active,
CUST0074,Ibim Marshall,25-Jan,59,Sokoto,4G Router,Female,3,Good,27,65GB Monthly Plan,16000,12,192000,86.66,No,Active,
CUST0074,Ibim Marshall,25-Jan,59,Sokoto,Broadband MiFi,Female,3,Good,27,150GB FUP Monthly Unlimited,20000,19,380000,111.5,No,Active,
CUST0075,Tega Medina,25-Feb,31,Kogi,5G Broadband Router,Female,1,Poor,56,60GB Monthly Broadband Plan,14500,16,232000,31.37,No,Active,
CUST0075,Tega Medina,25-Feb,31,Kogi,4G Router,Female,1,Poor,56,10GB+10mins Monthly Plan,4500,12,54000,169.53,No,Active,
CUST0075,Tega Medina,25-Feb,31,Kogi,Broadband MiFi,Female,1,Poor,56,120GB Monthly Broadband Plan,24000,9,216000,73.83,No,Active,
CUST0076,Nura Mcneil,25-Feb,70,Kano,5G Broadband Router,Female,3,Good,2,30GB Monthly Broadband Plan,9000,5,45000,36.69,No,Active,
CUST0076,Nura Mcneil,25-Feb,70,Kano,4G Router,Female,3,Good,2,165GB Monthly Plan,35000,1,35000,14.38,No,Active,
CUST0077,Chinedu Pitts,25-Mar,43,Jigawa,5G Broadband Router,Female,2,Fair,30,30GB Monthly Broadband Plan,9000,20,180000,31.54,No,Active,
CUST0077,Chinedu Pitts,25-Mar,43,Jigawa,Mobile SIM Card,Female,2,Fair,30,2.5GB 2-Day Plan,900,9,8100,134.96,No,Active,
CUST0077,Chinedu Pitts,25-Mar,43,Jigawa,Broadband MiFi,Female,2,Fair,30,60GB Monthly Broadband Plan,14500,16,232000,132.56,No,Active,
CUST0078,Alabo Kelly,25-Jan,69,Akwa Ibom,Mobile SIM Card,Male,3,Good,49,1GB+1.5mins Daily Plan,500,13,6500,9.56,No,Active,
CUST0078,Alabo Kelly,25-Jan,69,Akwa Ibom,5G Broadband Router,Male,3,Good,49,30GB Monthly Broadband Plan,9000,10,90000,2.03,No,Active,
CUST0079,Fatima Pennington,25-Jan,33,Edo,Mobile SIM Card,Female,1,Poor,21,165GB Monthly Plan,35000,8,280000,106.75,No,Active,
CUST0079,Fatima Pennington,25-Jan,33,Edo,Broadband MiFi,Female,1,Poor,21,120GB Monthly Broadband Plan,24000,12,288000,111.97,No,Active,
CUST0080,Kunle Williams,25-Feb,66,Rivers,Mobile SIM Card,Female,1,Poor,2,20GB Monthly Plan,7500,13,97500,58.26,No,Active,
CUST0080,Kunle Williams,25-Feb,66,Rivers,5G Broadband Router,Female,1,Poor,2,30GB Monthly Broadband Plan,9000,6,54000,193.26,No,Active,
CUST0080,Kunle Williams,25-Feb,66,Rivers,4G Router,Female,1,Poor,2,165GB Monthly Plan,35000,12,420000,166.49,No,Active,
CUST0081,Chinedu Ortiz,25-Feb,71,Anambra,5G Broadband Router,Male,5,Excellent,28,200GB Monthly Broadband Plan,25000,3,75000,155.93,Yes,Churn,Better Offers from Competitors
CUST0081,Chinedu Ortiz,25-Feb,71,Anambra,Broadband MiFi,Male,5,Excellent,28,120GB Monthly Broadband Plan,24000,17,408000,126.83,Yes,Churn,Better Offers from Competitors
CUST0082,Michael Ortiz,25-Feb,40,Ekiti,4G Router,Female,2,Fair,47,10GB+10mins Monthly Plan,4500,3,13500,152.16,Yes,Churn,Costly Data Plans
CUST0083,Shehu Holt,25-Mar,79,Sokoto,Mobile SIM Card,Female,3,Good,44,1GB+1.5mins Daily Plan,500,19,9500,159.37,Yes,Churn,Poor Network
CUST0083,Shehu Holt,25-Mar,79,Sokoto,5G Broadband Router,Female,3,Good,44,30GB Monthly Broadband Plan,9000,3,27000,70.71,Yes,Churn,Poor Network
CUST0084,Maryam Velez,25-Mar,75,Nasarawa,Mobile SIM Card,Male,3,Good,4,12.5GB Monthly Plan,5500,2,11000,116.28,Yes,Churn,Better Offers from Competitors
CUST0085,Alabo Turner,25-Feb,40,Niger,Broadband MiFi,Female,1,Poor,33,150GB FUP Monthly Unlimited,20000,15,300000,8.31,No,Active,
CUST0085,Alabo Turner,25-Feb,40,Niger,5G Broadband Router,Female,1,Poor,33,1.5TB Yearly Broadband Plan,150000,20,3000000,105.05,No,Active,
CUST0086,Amina Rivas,25-Feb,62,Gombe,5G Broadband Router,Female,3,Good,25,150GB FUP Monthly Unlimited,20000,18,360000,66.27,No,Active,
CUST0087,Omamuzo Guerrero,25-Jan,52,Edo,5G Broadband Router,Male,5,Excellent,22,450GB 3-Month Broadband Plan,75000,3,225000,26.23,No,Active,
CUST0087,Omamuzo Guerrero,25-Jan,52,Edo,Mobile SIM Card,Male,5,Excellent,22,1GB+1.5mins Daily Plan,500,11,5500,112,No,Active,
CUST0088,Amaka Brown,25-Mar,27,Kwara,Mobile SIM Card,Female,3,Good,2,500MB Daily Plan,350,5,1750,200,Yes,Churn,Poor Customer Service
CUST0088,Amaka Brown,25-Mar,27,Kwara,Broadband MiFi,Female,3,Good,2,30GB Monthly Broadband Plan,9000,4,36000,59.51,Yes,Churn,Poor Customer Service
CUST0089,Michael Schultz,25-Feb,20,Bayelsa,4G Router,Male,2,Fair,39,65GB Monthly Plan,16000,8,128000,82.47,Yes,Churn,Better Offers from Competitors
CUST0089,Michael Schultz,25-Feb,20,Bayelsa,5G Broadband Router,Male,2,Fair,39,1.5TB Yearly Broadband Plan,150000,15,2250000,122.31,Yes,Churn,Better Offers from Competitors
